柳州,*,ua,n,*,uə,*
柳州,*,e,,*,e,*
柳州,*,yu,n,*,yɘ̯,*
1,,ng,,,ŋ̍,
1,h,ng,,h,ŋ̍,
1,,m,,,m̩,
1,,n,,,n̍,
1,,*,*,ʔ,*,*
0,v,*,*,ʋ,*,*
0,*,o,m,*,o,*
0,*,o,p,*,o,*
0,*,ei,,*,ei,*
0,*,ou,,*,ou,*
0,*,eoi,,*,ɵy,*
0,*,i,h|k|ng,*,ɪ,*
0,*,u,h|k|ng,*,ʊ,*
0,*,ii,h|k|ng,*,i,*
0,*,uu,h|k|ng,*,u,*
sh,z,*,*,ʧ,*,*
sh,c,*,*,ʧʰ,*,*
sh,s,*,*,ʃ,*,*
sj,z,*,*,ʨ,*,*
sj,c,*,*,ʨʰ,*,*
sj,s,*,*,ɕ,*,*
